ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason
B01BOU7868,Wilson Advantage Team Triple Racket Bag - Red,Wilson,https://www.amazon.co.uk/dp/B01BOU7868,Sports & Outdoors,OK,39.95,41.10,3.0%,33554,33731,23,0,4,4,N,4.50,6.92,11.42,25.97,2.57,9.9%,23.78,37.38,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.4,1152,2,Y,5,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0887768361334,887768361334,00887768361334,9,10,7,0,7.1,8.2,3.3,6.7,CASH FLOW,2,118.20,OK,CASH FLOW | GBP118.20/mo | 46/mo | GBP2.57 unit profit | stable | 4 sellers,MAYBE,CASH FLOW | 46/mo | GBP2.57 profit | GBP118.20 monthly gross | stable | 4 sellers
B08V1Z6S65,Head Radical Jr. 23,HEAD,https://www.amazon.co.uk/dp/B08V1Z6S65,Sports & Outdoors,OK,28.99,28.99,0.0%,95158,109452,4,0,2,2,N,3.71,5.23,8.94,18.84,1.21,6.4%,16.71,27.78,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.5,662,1,Y,5,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0724794783788,724794783788,,2,10,10,0,5.6,4.8,2.6,3.8,UNASSIGNED,4,9.70,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 8/mo | GBP1.21 profit | GBP9.70 monthly gross | stable | 2 sellers | needs trade under GBP16.71
B075L34GR3,"PING Putter Headcover, Sigma G, Black/Silver",Ping Collection,https://www.amazon.co.uk/dp/B075L34GR3,Sports & Outdoors,OK,41.90,39.09,-7.0%,60665,181224,6,0,2,2,N,2.94,7.22,10.16,27.23,4.50,16.5%,26.45,37.40,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.8,82,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,3,6,10,1,4.9,6.4,5.8,6.5,BALANCED,3,54.00,OK,BALANCED | GBP54.00/mo | 12/mo | GBP4.50 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 12/mo | GBP4.50 profit | GBP54.00 monthly gross | stable | 2 sellers
B0FDGY9SWH,"VICTOR Drive Pro Badminton Set, 2 Rackets with Shuttlecocks and Carrying Case",Racketworld,https://www.amazon.co.uk/dp/B0FDGY9SWH,Sports & Outdoors,OK,29.99,29.99,0.0%,86246,107536,7,0,2,2,N,17.64,5.38,23.02,19.49,-12.53,-64.3%,5.81,42.52,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.1,4,1,N,3,WEAK,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,1,10,7,0,4.7,3.4,1.1,1.8,UNASSIGNED,9,-175.40,OK,,BRAND APPROACH,BRAND APPROACH | 14/mo | GBP-12.53 profit | GBP-175.40 monthly gross | stable | 2 sellers | weak listing 1 imgs
B0CLQFCYCJ,Yonex NanoFlare 800 Play Badminton Racquet (Deep Green) (4UG5) (Factory Pre-Strung),YONEX,https://www.amazon.co.uk/dp/B0CLQFCYCJ,Sports & Outdoors,OK,47.74,43.90,-9.0%,189375,143017,3,0,4,4,N,4.35,8.12,12.47,31.03,4.24,13.7%,29.39,43.50,0%,Pappy Mart (72%) / A25PZFC4F8HGHQ,no,4.2,82,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,"0008235765039, 8903224401221",008235765039,,1,6,7,1,3.7,4.7,4.3,5,UNASSIGNED,9,25.40,OK,,NO,NO | 6/mo est | GBP4.24 profit | ROI 14% | margin too thin
B06ZZ2SKXX,FORZA 10ft Dual Speed Putting Mat | Adjustable Golf Training Aid for Indoor & Outdoor Use – Realistic Surface with Two Green Speeds & Ball Return System,FORB,https://www.amazon.co.uk/dp/B06ZZ2SKXX,Sports & Outdoors,OK,54.98,52.74,-4.0%,71658,43953,34,0,2,2,N,0.00,9.24,9.24,35.74,10.00,28.0%,38.12,44.98,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,4.2,186,9,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,5055984492322,,,4,8,10,6,6.8,9.2,8.8,9.4,UNASSIGNED,9,680.00,OK,,NO,NO | 68/mo est | GBP10.00 profit | stable | 2 sellers
B06W9JLS1T,Tourna Mini Ballport Ball Pick up for Tennis - Red,Tourna,https://www.amazon.co.uk/dp/B06W9JLS1T,Sports & Outdoors,OK,57.93,50.26,-15.0%,86533,123747,6,0,3,4,N,4.50,9.69,14.19,37.65,6.08,16.2%,36.45,51.85,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.0,581,6,N,4,AVERAGE,N,-,MAYBE-ROI,PRICE CHECK,KEEPA,0078914198281,078914198281,00078914198281,1,5,10,1,4,6.5,6.1,6.9,UNASSIGNED,9,73.00,OK,,NO,NO | 12/mo est | GBP6.08 profit | stable | 3 sellers
B0F2B16DKX,FORZA Golf Course Flags [4 Pack] | Durable Nylon 12in x 12in Flags - Poles Not Included (Green),FORZA,https://www.amazon.co.uk/dp/B0F2B16DKX,Sports & Outdoors,OK,19.99,21.89,9.0%,71441,214522,3,0,2,2,N,0.00,3.84,3.84,12.99,3.16,24.3%,13.46,16.83,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,0.0,0,1,N,3,WEAK,N,-,,LOW SELLER CHECK; PRICE DRIFT,KEEPA,5059706979856,,,3,10,9,3,6.3,5.5,6.6,5.7,UNASSIGNED,4,19.00,OK,UNASSIGNED | below lane thresholds,BRAND APPROACH,BRAND APPROACH | 6/mo | GBP3.16 profit | GBP19.00 monthly gross | stable | 2 sellers | weak listing 1 imgs
B0G8T75BNJ,FINGERINSPIRE Wall-Mounted Ping Pong Holder 403x202x85mm Pine Wooden Paddle Rack Table Ping Pong Rack with Installation Kit Coconut Brown Paddle Holder Space-Saving Table Tennis Storage for Game Room,FINGERINSPIRE,https://www.amazon.co.uk/dp/B0G8T75BNJ,Sports & Outdoors,OK,21.19,21.89,3.0%,83781,97645,3,0,2,2,N,2.96,4.02,6.98,13.77,0.43,3.1%,11.84,20.76,0%,FINGERINSPIRE UK (100%) / A3C1P7VCJCRNNW,yes,0.0,0,5,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,1,10,7,0,4.7,2.6,1,1.3,UNASSIGNED,9,2.60,OK,,NO,NO | 6/mo est | GBP0.43 profit | ROI 3% | margin too thin
B0CMQ8PZZP,"Boulder Bee Pickleball Bags, Premium Pickleball Tote Bag for Girls, Women’s Hand/Shoulder Gym Bag w Water Bottle Holder, with Pickleball Racquet/Paddle Holder, Pink Wave, 15.75""*12.6""*5.9""",Boulder Bee,https://www.amazon.co.uk/dp/B0CMQ8PZZP,Sports & Outdoors,OK,48.10,47.35,-2.0%,98922,128073,5,0,2,1,N,3.71,8.17,11.88,31.27,4.95,15.8%,30.18,43.15,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.5,569,6,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,2,8,9,1,5,6.4,6,6.5,BALANCED,3,49.50,OK,BALANCED | GBP49.50/mo | 10/mo | GBP4.95 unit profit | stable | 2 sellers,MAYBE-ROI,BALANCED | 10/mo | GBP4.95 profit | GBP49.50 monthly gross | stable | 2 sellers
B0CD22T3DR,Spunspon 12 Packs Sports Outdoor Pickleballs - 40 Pickleball Balls - USA Pickleball Balls - Official US Open Ball (Mixed),Spunspon,https://www.amazon.co.uk/dp/B0CD22T3DR,Sports & Outdoors,OK,21.99,21.99,0.0%,249314,275461,1,0,2,2,N,3.26,4.15,7.41,14.29,0.29,2.0%,12.15,21.70,0%,U JASUN (100%) / A1R5QYPZ8Z4XC9,no,4.6,170,9,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,0,10,10,0,5,3.4,1.5,2.3,UNASSIGNED,9,0.60,OK,,MAYBE-ROI,MAYBE-ROI | 2/mo | GBP0.29 profit | GBP0.60 monthly gross | stable | 2 sellers | needs trade under GBP12.15
B0CLH1Q8YN,"Onemacc Table Tennis Holder Wall Mount, Ping Pong Paddle Holder, Ping Pong Storage Wall Rack, Table Tennis Accessories Organizer in Game Room, Bar Room, Office, Home, Man Cave",Onemacc,https://www.amazon.co.uk/dp/B0CLH1Q8YN,Sports & Outdoors,OK,32.00,38.47,17.0%,61802,282124,0,0,2,3,N,3.26,5.69,8.95,20.80,2.25,10.8%,19.21,29.75,0%,guangzhounianxiangdianshangyouxiangongsi,no,4.8,44,7,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,2,10,10,0,5.6,3.6,3.6,3.5,UNASSIGNED,4,9.00,SQUEEZED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 4/mo | GBP2.25 profit | GBP9.00 monthly gross | SQUEEZED | 2 sellers | needs trade under GBP19.21
B00172F0B4,HEAD Tour Backpack 25L (Black/White),HEAD,https://www.amazon.co.uk/dp/B00172F0B4,Sports & Outdoors,OK,54.98,63.04,13.0%,75183,225076,1,0,2,2,N,4.15,9.24,13.39,35.74,5.85,16.4%,34.66,49.13,0%,Sweatband (74%) / A3I7N0CZ5MDZ9S,no,4.6,96,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0724794752579,724794752579,,2,10,10,1,5.8,3.7,5.5,4.4,UNASSIGNED,4,11.70,SQUEEZED,UNASSIGNED | below lane thresholds,BRAND APPROACH,BRAND APPROACH | 2/mo | GBP5.85 profit | GBP11.70 monthly gross | SQUEEZED | 2 sellers | weak listing 2 imgs
B08791YGXT,Scatch Tennis Set - 1 Tennis Net - 2 Tennis Rackets - 2 Tennis Balls - 245 x 30 x 63 cm,Philips,https://www.amazon.co.uk/dp/B08791YGXT,Sports & Outdoors,OK,30.79,30.79,0.0%,88324,232449,1,0,2,2,N,4.65,5.50,10.15,20.01,0.62,3.1%,17.20,30.17,0%,Rajanis (91%) / A2AJH6R40LMITX,no,3.4,9,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,8711252143897,,08711252143897,0,10,9,0,4.8,3.3,1.5,2.2,UNASSIGNED,4,1.20,OK,UNASSIGNED | below lane thresholds,BRAND APPROACH,BRAND APPROACH | 2/mo | GBP0.62 profit | GBP1.20 monthly gross | stable | 2 sellers | weak listing 2 imgs
B0CZXYY713,Yonex Astrox 02 4U5 Badminton Racket Transparent Red Blue,YONEX,https://www.amazon.co.uk/dp/B0CZXYY713,Sports & Outdoors,OK,52.77,52.16,-1.0%,88424,235114,1,0,7,7,N,4.50,8.89,13.39,34.30,5.08,14.8%,32.82,47.69,0%,AllsportsSuperstore (72%) / A38K1I95QEBY,no,0.0,0,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,4550468781066,,,0,8,4,1,3.4,3.2,4.6,4.2,UNASSIGNED,9,10.20,OK,,NO,NO | 2/mo est | GBP5.08 profit | ROI 15% | margin too thin
B0D36X3GH2,"MAGOLFIN Small Magnetic Golf Towel with Clip, Microfiber Waffle Design - Industrial Strength Magnet for Glof Balls, Golf Bags, Carts Clubs - Black",MAGOLFIN,https://www.amazon.co.uk/dp/B0D36X3GH2,Sports & Outdoors,OK,24.20,24.20,0.0%,76186,372907,2,0,4,4,N,1.89,4.49,6.38,15.73,2.09,13.3%,14.85,22.11,0%,-,no,4.6,139,7,N,4,AVERAGE,N,-,MAYBE-ROI,PRICE DRIFT,KEEPA,,,,2,10,7,0,5,3.8,3.9,3.8,UNASSIGNED,4,8.40,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 4/mo | GBP2.09 profit | GBP8.40 monthly gross | stable | 4 sellers | needs trade under GBP14.85
B073JMYVXT,"NITTAKU flooring Fastarc G-1, options 1,8 mm, black",NITTAKU,https://www.amazon.co.uk/dp/B073JMYVXT,Sports & Outdoors,OK,46.76,45.62,-2.0%,76302,443743,1,0,2,2,N,2.10,7.96,10.06,30.39,6.30,20.7%,30.58,40.46,0%,TT-Shop Ostalb (100%) / A3A3JFYFDU4GWG,no,4.8,6,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,,,,2,8,9,3,5.4,3.9,7,5.1,PROFIT,3,12.60,OK,PROFIT | GBP12.60/mo | lower volume | GBP6.30 unit profit | stable | 2 sellers,BRAND APPROACH,PROFIT | 2/mo | GBP6.30 profit | GBP12.60 monthly gross | stable | 2 sellers
B0BPMYNSGC,Callaway HW CG Endeavor REVA WHT 23,Callaway,https://www.amazon.co.uk/dp/B0BPMYNSGC,Sports & Outdoors,OK,20.70,19.71,-5.0%,89164,323877,2,0,2,2,Y,2.67,2.88,5.55,13.46,1.69,12.6%,12.62,19.01,98%,Amazon,yes,4.7,6,5,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,"0197193001935, 0197193284123","197193001935, 197193284123",,0,8,6,0,3.6,1.6,2.8,1.6,UNASSIGNED,9,6.80,OK,,NO,NO | 4/mo est | GBP1.69 profit | ROI 13% | margin too thin
B0BG8Q4T5J,Yonex Badminton Racquet GR 303I Made in India Pack of 2 with Full Cover (Deep Blue/Deep Blue),YONEX,https://www.amazon.co.uk/dp/B0BG8Q4T5J,Sports & Outdoors,OK,28.78,29.50,2.0%,89261,181875,2,0,5,4,N,4.65,5.20,9.85,18.71,0.23,1.2%,15.78,28.55,0%,YATHARTH CREATION (37%) / A1F13RIV5H7IH2,no,4.2,32,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"8887261944432, 8903224384333",,,0,10,7,0,4.4,3.1,1.4,2.1,UNASSIGNED,9,0.90,OK,,NO,NO | 4/mo est | GBP0.23 profit | ROI 1% | margin too thin
B0F4N6N8FQ,"Golf Driver Head Cover 4 Piece Set | Fits #1 Driver, #3 Wood, #5 Wood, #U Utility Club | Protective Headcovers British Flag Union Jack Red",fonefunshop,https://www.amazon.co.uk/dp/B0F4N6N8FQ,Sports & Outdoors,OK,25.99,25.99,0.0%,38651,313601,2,0,2,2,N,2.77,4.76,7.53,16.89,1.56,9.2%,15.38,24.43,0%,FoneFunShop (86%) / A28HEM4DZGQQ3W,yes,1.0,1,7,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,6930998000215,,,5,10,7,0,5.9,1.9,2.2,1.7,UNASSIGNED,4,6.20,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 4/mo | GBP1.56 profit | GBP6.20 monthly gross | stable | 2 sellers | needs trade under GBP15.38
B0GKB5WX28,Wilson Roland-Garros 2026 Elite Jr 25 Tennis Racket (Includes Half Cover),Wilson,https://www.amazon.co.uk/dp/B0GKB5WX28,Sports & Outdoors,OK,41.99,51.51,18.0%,76692,63272,0,0,4,3,Y,4.50,7.23,11.73,27.29,2.97,10.9%,25.22,39.02,0%,TradeINN (57%) / A1JTB2R3QULPAM,no,0.0,0,4,N,3,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0097512933308,097512933308,,2,10,6,0,4.8,3.1,3.4,3.2,UNASSIGNED,9,11.90,SQUEEZED,,NO,NO | 4/mo est | GBP2.97 profit | ROI 11% | margin too thin
B0D1CRPPBJ,"Gamma Librarian Foam Pickleball Balls, Foam Balls for Pickleball Practice with True Bounce on All Surfaces, Box of 6",Gamma,https://www.amazon.co.uk/dp/B0D1CRPPBJ,Sports & Outdoors,OK,36.18,35.19,-3.0%,40879,44155,11,0,4,4,N,3.04,6.33,9.37,23.52,3.29,14.0%,22.34,32.89,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.5,260,9,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0090852028420,090852028420,00090852028420,6,8,7,1,5.8,7,4.6,6.5,BALANCED,3,72.40,OK,BALANCED | GBP72.40/mo | 22/mo | GBP3.29 unit profit | stable | 4 sellers,MAYBE-ROI,BALANCED | 22/mo | GBP3.29 profit | GBP72.40 monthly gross | stable | 4 sellers
B07TWGBFRL,IPENNY Large Capacity Badminton Tennis Racquet Bag - 6 Racket Waterproof Dustproof Gym Backpack Sport Equipment Duffel Shoulder Carrying Tote Storage Sack,IPENNY,https://www.amazon.co.uk/dp/B07TWGBFRL,Sports & Outdoors,OK,20.99,21.39,2.0%,63541,31302,20,0,2,2,N,2.95,3.99,6.94,13.64,0.40,3.0%,11.71,20.59,0%,PennyUK (95%) / A3VCNMFAKC4780,yes,4.4,94,6,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,6941095531038,,06941095531038,4,10,10,0,6.2,7.2,1.8,4.8,UNASSIGNED,9,16.00,OK,,MAYBE-ROI,MAYBE-ROI | 40/mo | GBP0.40 profit | GBP16.00 monthly gross | stable | 2 sellers | needs trade under GBP11.71
B0FX4KCBLM,HEAD Edge Paddle Bag,HEAD,https://www.amazon.co.uk/dp/B0FX4KCBLM,Sports & Outdoors,OK,29.90,32.44,8.0%,115412,116368,6,0,2,1,N,4.15,5.37,9.52,19.43,0.94,4.9%,16.98,28.96,0%,WeProPadel (33%) / A1PF3GWGBCMUZM,yes,4.6,5,6,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0198772136680,198772136680,,1,10,8,0,4.9,5.3,2.3,4.1,UNASSIGNED,9,11.30,OK,,NO,NO | 12/mo est | GBP0.94 profit | ROI 5% | margin too thin
B0DG5F4Y5D,"Ejoyous Tennis and Pickleball Racket Sling Backpack, Large Waterproof Oxford Cloth Shoulder Cover for Badminton, Sports Equipment Storage",Ejoyous,https://www.amazon.co.uk/dp/B0DG5F4Y5D,Sports & Outdoors,OK,31.57,30.54,-3.0%,333364,226646,3,0,2,2,N,3.46,5.63,9.09,20.52,1.96,9.6%,18.74,29.61,0%,Pukanr (96%) / AEJB4GYSFNADO,yes,0.0,0,9,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,1,8,9,0,4.5,4.4,2.7,3.8,UNASSIGNED,9,11.80,OK,,NO,NO | 6/mo est | GBP1.96 profit | ROI 10% | margin too thin
B0G2S2M69Z,"DUNLOP Tennis Racket FX Junior 23 Pre-Strung – Kids Power Racquet – Grip G00, blue",Dunlop Sports,https://www.amazon.co.uk/dp/B0G2S2M69Z,Sports & Outdoors,OK,30.00,29.73,-1.0%,63666,120800,10,0,3,2,Y,3.71,5.38,9.09,19.50,1.41,7.2%,17.42,28.59,91%,Amazon,yes,0.0,0,2,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0045566185600,045566185600,,3,8,5,0,4.3,4.6,2.1,3.6,UNASSIGNED,9,28.20,OK,,NO,NO | 20/mo est | GBP1.41 profit | ROI 7% | margin too thin
B0DQ7V8C62,Golf Ball Teeing Aid Device for Seniors | Easy Golf Ball Dispenser Eliminates Bending | Motorless Golfing Dispenser Tees Up Your Golfing | Adaptive Gifts for Seniors | Foldable Tee Assistant,Diochey Creations,https://www.amazon.co.uk/dp/B0DQ7V8C62,Sports & Outdoors,OK,42.00,55.01,24.0%,64531,94951,9,0,2,1,N,3.26,7.23,10.49,27.30,4.21,15.4%,26.26,37.79,0%,燕平商务 (50%) / A36A4LVNNQATIY,no,3.1,60,8,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,2,10,9,1,5.6,6.6,4.8,6.1,UNASSIGNED,4,75.80,COMPRESSED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 18/mo | GBP4.21 profit | GBP75.80 monthly gross | COMPRESSED | 2 sellers | needs trade under GBP26.26
B0CCVTZDT4,"ACESAK Tennis Backpack Tennis Bag for Women Men - Tennis Racket Bag with Insulated Pocket Ventilated Shoe Compartment Holds 2 Rackets, Badminton Squash Racquets, Pickleball Paddles Balls Accessories",ACESAK,https://www.amazon.co.uk/dp/B0CCVTZDT4,Sports & Outdoors,OK,38.88,40.55,4.0%,74751,211130,3,0,2,2,Y,3.18,6.75,9.93,25.27,3.68,14.5%,24.12,35.20,100%,Amazon,yes,4.4,81,7,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,,,,3,10,7,1,5.5,3.8,4.2,3.9,UNASSIGNED,4,22.10,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 6/mo | GBP3.68 profit | GBP22.10 monthly gross | stable | 2 sellers | needs trade under GBP24.13
B01G6XRLCY,Andux Golf Club 460cc Driver Fairway Wood Head Covers with Hook & Loop Set of 3 (Black/Grey),Andux,https://www.amazon.co.uk/dp/B01G6XRLCY,Sports & Outdoors,OK,29.98,29.98,0.0%,73530,74376,9,0,2,2,N,3.05,5.38,8.43,19.49,2.06,10.6%,17.96,27.92,0%,Andux Store (100%) / AI0DEM54106VN,yes,4.2,273,8,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0757290302771,757290302771,,3,10,8,0,5.5,5.6,3.6,4.6,BALANCED,3,37.10,OK,BALANCED | GBP37.10/mo | 18/mo | GBP2.06 unit profit | stable | 2 sellers,MAYBE-ROI,BALANCED | 18/mo | GBP2.06 profit | GBP37.10 monthly gross | stable | 2 sellers
B003OU3VVS,"Yasaka Rakza 7 Table Tennis Rubber Bands (Black, 1.8)",Yasaka,https://www.amazon.co.uk/dp/B003OU3VVS,Sports & Outdoors,OK,46.59,47.06,1.0%,101102,147600,4,0,3,3,N,2.08,7.94,10.02,30.28,6.29,20.8%,30.48,40.30,0%,TT-Shop Ostalb (100%) / A3A3JFYFDU4GWG,no,4.5,203,4,N,3,AVERAGE,N,-,,,KEEPA,4545326296110,,,1,10,9,3,5.7,6.2,7.3,6.8,UNASSIGNED,9,50.30,OK,,NO,NO | 8/mo est | GBP6.29 profit | stable | 3 sellers
B0D5MGSQHL,FORZA Vermont Tennis Ball Basket Bag | Durable & Portable Mesh Top Storage for Coaches and Clubs Store Up to 150 Tennis Balls! (Black),FORZA,https://www.amazon.co.uk/dp/B0D5MGSQHL,Sports & Outdoors,OK,24.99,27.00,7.0%,77368,68781,9,0,2,2,N,0.00,4.61,4.61,16.24,4.14,25.5%,16.98,20.85,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,4.5,2,7,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,5059706595964,,,3,10,9,5,6.7,7.7,7.4,7.4,UNASSIGNED,9,74.50,OK,,NO,NO | 18/mo est | GBP4.14 profit | stable | 2 sellers
B0DQLM2WXT,HEAD Radical 25 Junior Tennis Racket,HEAD,https://www.amazon.co.uk/dp/B0DQLM2WXT,Sports & Outdoors,OK,30.00,29.28,-2.0%,66392,34494,36,0,8,9,Y,4.35,5.38,9.73,19.50,0.77,3.9%,16.89,29.23,55%,Amazon,yes,4.4,13,3,N,3,WEAK,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0726423388265,726423388265,,4,8,4,0,4.4,6.8,1.9,5,UNASSIGNED,9,55.40,OK,,NO,NO | 72/mo est | GBP0.77 profit | ROI 4% | margin too thin
B0F8QX75R8,"Wilson Federer Adult Tennis Racket (Various Bundle Options) Black/White Series (Racket, Cover & Balls)",Racketworld,https://www.amazon.co.uk/dp/B0F8QX75R8,Sports & Outdoors,OK,59.99,60.49,1.0%,74665,54777,7,0,2,2,N,17.64,10.01,27.65,38.99,-6.65,-17.1%,26.95,66.64,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.4,4,1,N,3,WEAK,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,3,10,7,0,5.3,3.4,1.1,1.8,UNASSIGNED,9,-93.10,OK,,BRAND APPROACH,BRAND APPROACH | 14/mo | GBP-6.65 profit | GBP-93.10 monthly gross | stable | 2 sellers | weak listing 1 imgs
B0049U2GK4,"HEAD Team Backpack 21L, Black/Ceramic",HEAD,https://www.amazon.co.uk/dp/B0049U2GK4,Sports & Outdoors,OK,36.99,37.06,0.0%,38214,44328,19,0,4,4,Y,3.93,6.46,10.39,24.04,2.56,10.6%,22.17,34.43,100%,Amazon,yes,4.5,63,3,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0724794858363,724794858363,,8,10,4,0,6.2,6.3,3.6,5.3,CASH FLOW,3,97.30,OK,CASH FLOW | GBP97.30/mo | 38/mo | GBP2.56 unit profit | stable | 4 sellers,MAYBE-ROI,CASH FLOW | 38/mo | GBP2.56 profit | GBP97.30 monthly gross | stable | 4 sellers
B0DXKV2X5H,"DUNLOP Tennis Racket TRISTORM ELITE 100, Grip Size 0",Dunlop Sports,https://www.amazon.co.uk/dp/B0DXKV2X5H,Sports & Outdoors,OK,40.96,41.64,2.0%,67188,178530,6,0,3,3,Y,4.65,7.07,11.72,26.62,2.62,9.8%,24.37,38.34,31%,Amazon EU (0%) / A30DC7701CXIBH,no,4.2,4,2,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0045566183255,045566183255,,3,10,8,0,5.5,6,3.3,5.2,BALANCED,3,31.40,OK,BALANCED | GBP31.40/mo | 12/mo | GBP2.62 unit profit | stable | 3 sellers,MAYBE-ROI,BALANCED | 12/mo | GBP2.62 profit | GBP31.40 monthly gross | stable | 3 sellers
B0FJ76XPL5,Raquex Elite Badminton & Squash Racket Cover - Bag with Carry Handle & Shoulder Strap – Holds 3 Racquets - Quilted Faux Leather Padded Racquet Protector - Sports Gift for Men & Women,Raquex,https://www.amazon.co.uk/dp/B0FJ76XPL5,Sports & Outdoors,OK,30.99,30.90,0.0%,67220,31811,27,0,2,2,N,4.65,5.53,10.18,20.14,0.66,3.3%,17.34,30.33,0%,Raquex (98%) / A2E9ZYWNE0GH2W,yes,4.5,11,9,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5061045520767,,,4,10,7,0,5.6,6.1,1.3,3.8,CASH FLOW,3,35.60,OK,CASH FLOW | GBP35.60/mo | 54/mo | GBP0.66 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 54/mo | GBP0.66 profit | GBP35.60 monthly gross | stable | 2 sellers
