ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,Decision,Decision Score,Decision Reason,Joinability Status,Buy Readiness,Max Buy Price,Target Buy Price,Cost Gap,Margin Status,Action Note,Shortlist Flag
B097PK2PGB,"Faroro Automatic Cat Feeder, 4L Cat Feeder with Timer up to 6 Meals Per Day, Portion Control, 10s Voice Recording, Suitable for Small and Medium Pets",faroro,https://www.amazon.co.uk/dp/B097PK2PGB,Pet Supplies,,MAYBE,MAYBE | 206/mo | GBP-0.79 profit | GBP-162.70 monthly gross | stable | 2 sellers | ROI -4%,UNASSIGNED,9,,7.2,10,8,9,0,6.6,1.8,4.2,GBP-163,OK,UNKNOWN,GBP29.99,GBP28.70,RISING (4%),GBP0.00,GBP0.00,GBP11.29,GBP19.49,GBP-0.79,-4.1%,GBP14.95,GBP7.09,11616,103,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-163.00/mo | low IP risk | unlikely PL risk | rising (4%) | supplier cost missing,Joinable,Reject,GBP14.95,GBP13.46,,Fail,Avoid listing,N
B01IN3MXG4,"lionto Dog transport box foldable for travel & car, 60x42x44 cm, sturdy transport box with carrying handles & blanket for cats & dogs up to 12 kg, sturdy fabric dog box for small & large, beige",lionto,https://www.amazon.co.uk/dp/B01IN3MXG4,Pet Supplies,,MAYBE,MAYBE | 96/mo | GBP-1.71 profit | GBP-164.20 monthly gross | stable | 3 sellers | ROI -8%,UNASSIGNED,9,,7.6,10,10,8,0,6.8,1.9,4.4,GBP-164,OK,UNKNOWN,GBP32.95,GBP32.95,STABLE,GBP0.00,GBP0.00,GBP13.24,GBP21.42,GBP-1.71,-8.0%,GBP15.77,GBP8.81,2106,48,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-164.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP15.77,GBP14.19,,Fail,Avoid listing,N
B0773K36QL,"PetCheer Ultimate Cat Scratcher Lounge Bed,Superior Cardboard & Construction PetCheer - Black",PetCheer,https://www.amazon.co.uk/dp/B0773K36QL,Pet Supplies,,MAYBE,MAYBE | 84/mo | GBP-2.03 profit | GBP-170.50 monthly gross | stable | 3 sellers | ROI -14%,UNASSIGNED,9,,7.6,10,10,8,0,6.8,1.9,4.4,GBP-171,OK,UNKNOWN,GBP21.99,GBP22.01,STABLE,GBP0.00,GBP0.00,GBP9.73,GBP14.29,GBP-2.03,-14.2%,GBP9.25,GBP6.97,13129,42,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-171.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP9.25,GBP8.00,,Fail,Avoid listing,N
B0CK4YHL3W,Good Boy Chewables Chicken Medium Bones- Natural Dog Treats - Low Fat & Rawhide Free - Bulk Box - 8 x 158g,Good Boy,https://www.amazon.co.uk/dp/B0CK4YHL3W,Pet Supplies,,MAYBE,MAYBE | 318/mo | GBP-0.54 profit | GBP-171.70 monthly gross | stable | 4 sellers | ROI -4%,UNASSIGNED,9,,7.2,10,10,6,0,6.6,1.8,4.3,GBP-172,OK,UNKNOWN,GBP22.30,GBP22.30,STABLE,GBP0.00,GBP0.00,GBP8.35,GBP14.50,GBP-0.54,-3.8%,GBP10.94,GBP4.54,4007,159,50,0.0,0,N,4,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-172.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP10.94,GBP9.69,,Fail,Avoid listing,N
B0F6NPPQGX,"SOGGYDOGGY® UK: Luxury Dog Drying Coat, Super Absorbent Microfibre Dog Drying Robe With Hood, Fast Dry In Minutes, Thick & Soft Robe - Bath, Groom & Travel, Covers Ears, All-Season Dressing Gown (L)",SOGGYDOGGY,https://www.amazon.co.uk/dp/B0F6NPPQGX,Pet Supplies,,MAYBE,MAYBE | 100/mo | GBP-1.96 profit | GBP-196.00 monthly gross | stable | 2 sellers | ROI -13%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-196,OK,UNKNOWN,GBP22.99,GBP22.99,STABLE,GBP0.00,GBP0.00,GBP10.01,GBP14.94,GBP-1.96,-13.1%,GBP9.98,GBP7.09,2402,41,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-196.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP9.98,GBP8.73,,Fail,Avoid listing,N
B0DYJTLMY1,"Soft Sided Cat/Pet/Dog Carrier Bag,Portable Foldable Pets Travel Carriers For Cats/Dogs With Shoulder Strap & Removable Mat,Durable Puppy Basket of 25 lbs - Black",DPWEION,https://www.amazon.co.uk/dp/B0DYJTLMY1,Pet Supplies,,MAYBE,MAYBE | 186/mo | GBP-1.58 profit | GBP-293.90 monthly gross | stable | 2 sellers | ROI -12%,UNASSIGNED,9,,7.2,10,8,9,0,6.6,1.8,4.2,GBP-294,OK,UNKNOWN,GBP20.99,GBP20.71,STABLE,GBP0.00,GBP0.00,GBP8.93,GBP13.64,GBP-1.58,-11.6%,GBP9.06,GBP6.22,4362,93,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-294.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP9.06,GBP7.81,,Fail,Avoid listing,N
B00LIA4MB4,"Pogi’s Dog Poo Bags – 750 Bags (50 Rolls) with 2 Dispensers – Biodegradable, Leak-Proof, Extra Strong",Pogi's Pet Supplies,https://www.amazon.co.uk/dp/B00LIA4MB4,Pet Supplies,,MAYBE,MAYBE | 500/mo | GBP-0.59 profit | GBP-295.00 monthly gross | stable | 2 sellers | ROI -4%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-295,OK,UNKNOWN,GBP21.99,GBP21.99,STABLE,GBP0.00,GBP0.00,GBP8.29,GBP14.29,GBP-0.59,-4.2%,GBP10.69,GBP5.22,1317,131,500,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-295.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP10.69,GBP9.44,,Fail,Avoid listing,N
B006ZN0JSE,"ICF | CLX Cat & Dog Wipes | Antibacterial & Antifungal Cleansing Wipes for Paws, Skin Folds & Ears | Supports Healthy Skin & Odor Control | 40 Count",ICF,https://www.amazon.co.uk/dp/B006ZN0JSE,Pet Supplies,,GATED,GATED | 3000/mo | GBP-0.11 profit | GBP-330.00 monthly gross | stable | 3 sellers | apply for access,UNASSIGNED,9,,7.0,10,8,8,0,6.5,1.7,4.1,GBP-330,OK,UNKNOWN,GBP20.95,GBP20.57,STABLE,GBP0.00,GBP0.00,GBP7.44,GBP13.62,GBP-0.11,-0.8%,GBP10.51,GBP3.97,260,117,3000,0.0,0,N,3,Y,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,Y,GATED; MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-330.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Review,Reject,GBP10.51,GBP9.26,,Fail,Avoid listing,N
B0DMTQD7QS,"Pawlicious Premium Baltic Fish Sprats for Dogs Treats & Cat Snacks 1Kg 100% Natural Air-Dried Treat for Dog Hypoallergenic and Grain Free Raw Pet Food Fish Sprats Suitable for Cat, Kitten, Puppy",PAWLICIOUS,https://www.amazon.co.uk/dp/B0DMTQD7QS,Pet Supplies,,MAYBE,MAYBE | 186/mo | GBP-2.30 profit | GBP-427.80 monthly gross | stable | 3 sellers | ROI -17%,UNASSIGNED,9,,7.6,10,10,8,0,6.8,1.9,4.4,GBP-428,OK,UNKNOWN,GBP20.99,GBP21.19,STABLE,GBP0.00,GBP0.00,GBP9.65,GBP13.64,GBP-2.30,-16.9%,GBP8.34,GBP6.17,9405,93,50,0.0,0,N,3,Y,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-428.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP8.34,GBP7.09,,Fail,Avoid listing,N
B0F9FFS9ZV,"PKBD XL Stainless Steel Cat Litter Tray, 32L Large Litter Box with Detachable Enclosure, Includes XL Mat, Metal Scoop and Filter Pedal for Older Cats and Litter Saving, Suitable for Most Cats",PKBD,https://www.amazon.co.uk/dp/B0F9FFS9ZV,Pet Supplies,,MAYBE,MAYBE | 204/mo | GBP-2.21 profit | GBP-450.80 monthly gross | stable | 2 sellers | ROI -9%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-451,OK,UNKNOWN,GBP36.99,GBP37.85,STABLE,GBP0.00,GBP0.00,GBP15.16,GBP24.04,GBP-2.21,-9.2%,GBP17.46,GBP10.25,10573,102,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-451.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP17.46,GBP15.71,,Fail,Avoid listing,N
B0859Z1LXL,"Bedsure Medium Dog Bed Washable - Orthopedic Dog Bed and Mattress Mat for Dog Crate with Removable Plush Sherpa Cover, Grey, 76x51x7.6cm",Bedsure,https://www.amazon.co.uk/dp/B0859Z1LXL,Pet Supplies,,MAYBE,MAYBE | 226/mo | GBP-2.02 profit | GBP-456.50 monthly gross | stable | 2 sellers | ROI -12%,UNASSIGNED,9,,7.2,10,8,9,0,6.6,1.8,4.2,GBP-457,OK,UNKNOWN,GBP25.99,GBP25.19,RISING (3%),GBP0.00,GBP0.00,GBP11.12,GBP16.89,GBP-2.02,-12.0%,GBP11.86,GBP7.78,1144,113,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-457.00/mo | low IP risk | unlikely PL risk | rising (3%) | supplier cost missing,Joinable,Reject,GBP11.86,GBP10.61,,Fail,Avoid listing,N
B0CLCWR1BZ,"Pawchop Dog Steps for Sofa, Foldable Pet Steps with Storage Box, Non-slip Pet Ramp with Dogs House, Stable Dog Stairs for Small Dogs, Large Dog Steps Ladder for Bed Couch Sofa, Grey",pawchop,https://www.amazon.co.uk/dp/B0CLCWR1BZ,Pet Supplies,,MAYBE,MAYBE | 214/mo | GBP-2.20 profit | GBP-470.80 monthly gross | stable | 2 sellers | ROI -11%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-471,OK,UNKNOWN,GBP30.01,GBP31.96,SLIGHT DIP (6%),GBP0.00,GBP0.00,GBP12.70,GBP19.51,GBP-2.20,-11.3%,GBP13.85,GBP8.81,1506,107,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-471.00/mo | low IP risk | unlikely PL risk | slight dip (6%) | supplier cost missing,Joinable,Reject,GBP13.85,GBP12.46,,Fail,Avoid listing,N
B06WP82MQX,PetCellence Puppy Training Pads 100 Pack - Large 60 x 60cm Super Absorbent Dog Pads - with Advanced 6 Layer Leak Proof Protection - Anti Slip Adhesive Tabs,PetCellence,https://www.amazon.co.uk/dp/B06WP82MQX,Pet Supplies,,MAYBE,MAYBE | 200/mo | GBP-2.65 profit | GBP-530.00 monthly gross | stable | 2 sellers | ROI -16%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-530,OK,UNKNOWN,GBP24.99,GBP24.99,STABLE,GBP0.00,GBP0.00,GBP11.40,GBP16.24,GBP-2.65,-16.3%,GBP10.58,GBP8.35,3552,86,200,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-530.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP10.58,GBP9.33,,Fail,Avoid listing,N
B0C6FLB2SG,"Magnus Creations | Reusable Dog Pee Pads | 5-Layer Washable Puppy Pads | Super Absorbent Waterproof Pet Mats for Home, Car & Travel | Medium & Large Dogs (3-Pack, 76 × 91 cm)",Magnus Creations,https://www.amazon.co.uk/dp/B0C6FLB2SG,Pet Supplies,,MAYBE,MAYBE | 300/mo | GBP-2.38 profit | GBP-714.00 monthly gross | stable | 2 sellers | ROI -18%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-714,OK,UNKNOWN,GBP20.49,GBP20.89,STABLE,GBP0.00,GBP0.00,GBP9.55,GBP13.32,GBP-2.38,-17.9%,GBP7.93,GBP7.09,2219,125,300,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-714.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP7.93,GBP6.68,,Fail,Avoid listing,N
B09V399NTV,"Litter Genie Easy Roll, LATEST VERSION of the LitterLocker cat litter bin, now with convenient tear-off bags, larger filling opening, new modern design",Litter Genie,https://www.amazon.co.uk/dp/B09V399NTV,Pet Supplies,,MAYBE,MAYBE | 346/mo | GBP-2.48 profit | GBP-858.10 monthly gross | SQUEEZED | 5 sellers | ROI -13%,UNASSIGNED,9,,7.2,10,10,6,0,6.1,1.3,3.8,GBP-858,SQUEEZED,UNKNOWN,GBP29.99,GBP33.95,DROPPING (12%),GBP0.00,GBP0.00,GBP12.98,GBP19.49,GBP-2.48,-12.7%,GBP13.60,GBP9.16,2703,173,100,0.0,0,N,5,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-858.00/mo | low IP risk | - PL risk | dropping (12%) | supplier cost missing,Joinable,Reject,GBP13.60,GBP12.24,,Fail,Avoid listing,N
